Target,cg00219921,cg00636427,cg00771778,cg00849570,cg01639201,cg01884715,cg04115006,cg04537602,cg04603130,cg04635849,cg05350315,cg05496363,cg05501357,cg06243638,cg06734169,cg08641579,cg09174690,cg09894276,cg11276456,cg11374732,cg11913894,cg11963436,cg11993925,cg12176476,cg12697442,cg14046074,cg15573998,cg15692052,cg15989608,cg16277479,cg16397722,cg16583193,cg17184477,cg17374802,cg17458101,cg17983571,cg18036763,cg19048327,cg19064302,cg19486047,cg20432680,cg20500144,cg21040096,cg21158528,cg22205544,cg22755445,cg24427243,cg25613180,cg25783497,cg26788916
RA_402,0.931156948,0.961688501,0.77577044,0.337390184,0.009945454,0.962885154,0.947333084,0.613120741,0.819993682,0.885215156,0.626137188,0.919614912,0.410299585,0.723130695,0.007587165,,0.589241174,0.898561284,0.006829481,0.958803964,0.0084547,0.979721413,0.245799192,0.005769932,0.017966968,0.896587263,0.947591422,0.817576492,0.099052632,0.041250206,0.962799468,0.966278305,0.032087403,0.840512676,0.006717728,0.971271417,0.019505781,0.906186375,0.007506739,0.92272059,0.979083229,0.007786955,0.914266727,0.00731936,0.549470035,0.669148327,0.009980017,0.601135472,0.96049928,0.010098975
RA_401,0.943104053,0.96495171,0.750937913,0.40104714,0.010717725,0.956216101,0.935689139,0.663974661,0.417637278,0.952903709,0.716359833,0.911399829,0.359452587,0.716718266,0.006412376,,0.62103788,0.667289503,0.006862557,0.97214432,0.007400513,0.979256662,0.322678945,0.006693712,0.016248426,0.904461852,0.956709163,0.869765728,0.18931541,0.030024797,0.970410768,0.977839571,0.030366645,0.878145577,0.006450347,0.977895571,0.014941424,0.920533879,0.008024852,0.916423442,0.957633788,0.009091608,0.918929982,0.006562133,0.710678158,0.656320964,0.009696049,0.576034394,0.966196048,0.014328993
RA_400,0.936335041,0.961933865,0.812832584,0.41571556,0.009520437,0.956809996,0.945489702,0.596761128,0.677669573,0.88773888,0.634202958,0.918704326,0.420062513,0.726443019,0.007805196,,0.535536716,0.727160965,0.004532094,0.972260193,0.006564944,0.980933763,0.330927634,0.005500738,0.021528359,0.908103428,0.955438153,0.809966464,0.148101898,0.040464359,0.976866504,0.973202756,0.032208077,0.884918088,0.008870905,0.982516527,0.021351485,0.926174803,0.007933303,0.919784564,0.980408415,0.007041249,0.912502506,0.005982226,0.760724581,0.683069257,0.009724036,0.594129479,0.965035869,0.014241187
RA_40,0.95002597,0.965810379,0.730695629,0.434559117,0.007242505,0.956453279,0.952959741,0.656593691,0.469200796,0.8839608,0.758772946,0.874291793,0.366926971,0.756266667,0.007623187,,0.535269329,0.787290961,0.005952356,0.972850921,0.008062072,0.978769624,0.309083145,0.00598482,0.02170879,0.907086194,0.966945289,0.894732256,0.162253695,0.051629939,0.97838864,0.969774557,0.033430967,0.888911291,0.006667469,0.982274004,0.014285714,0.919448385,0.006546435,0.907201748,0.976812566,0.004498439,0.907422251,0.005409117,0.700373886,0.677876167,0.010806867,0.576862526,0.965726134,0.014568742
RA_4,0.951676795,0.964033453,0.822382298,0.406290946,0.010027137,0.960020124,0.910033642,0.468819082,0.380927279,0.953631822,0.699472936,0.92258479,0.414491523,0.699744547,0.007572735,,0.677544051,0.54435216,0.006887243,0.976724223,0.007218378,0.983112797,0.262331844,0.006498636,0.018258595,0.913846071,0.9609375,0.820614547,0.129154456,0.043873812,0.974037436,0.976420929,0.028827231,0.898275334,0.006776273,0.978096577,0.006666667,0.911221818,0.006638947,0.928540526,0.936527697,0.008238515,0.8960635,0.006075722,0.707254921,0.651791018,0.008595077,0.582305203,0.964201483,0.022487923
RA_399,0.926157558,0.962338006,0.787077429,0.430103782,0.011923184,0.945395222,0.93820312,0.596751711,0.39127922,0.865289614,0.61746194,0.918069414,0.494076209,0.728318948,0.005792667,,0.521854886,0.706068305,0.006934479,0.969623126,0.011614053,0.98192736,0.294071502,0.005200808,0.032893726,0.909382056,0.931161781,0.866772068,0.177217261,0.041863672,0.979367268,0.976662898,0.033457683,0.877832054,0.006609019,0.951164796,0.02549208,0.921442418,0.007641943,0.910749497,0.979133558,0.006511045,0.894546202,0.007629528,0.563502272,0.674841745,0.009486346,0.629302115,0.956417195,0.017457403
RA_396,0.93855628,0.962840754,0.830076878,0.421542382,0.009438319,0.950567046,0.93663348,0.570956082,0.751054817,0.806416063,0.596553191,0.926572182,0.531105216,0.721494524,0.008876452,,0.646887659,0.830783526,0.006135625,0.967463661,0.00765161,0.981206927,0.294512649,0.007194692,0.024462342,0.910790524,0.940419057,0.766282999,0.132487292,0.047912462,0.97163458,0.969988137,0.033726673,0.859657245,0.005554481,0.978777468,0.018491509,0.891871318,0.007929066,0.916824974,0.97987007,0.006002328,0.910626746,0.006523877,0.703442586,0.696741104,0.010293692,0.625717193,0.958902309,0.012942203
RA_394,0.940381077,0.964509392,0.845292582,0.42577735,0.010095341,0.953245388,0.940820407,0.500317396,0.65753782,0.803367604,0.682939223,0.928747986,0.392924398,0.734168284,0.005308285,,0.639755189,0.738133285,0.006010407,0.974567843,0.006721982,0.982036117,0.2305367,0.005119523,0.018379417,0.917701495,0.951324918,0.83284245,0.102740876,0.032255089,0.976702951,0.972296612,0.033086682,0.867670617,0.006889512,0.975045612,0.015736374,0.901402783,0.005872657,0.930153864,0.952390339,0.006986722,0.922659727,0.007128909,0.657795423,0.693232571,0.010237964,0.593005981,0.960786946,0.01522595
RA_393,0.945747723,0.963864324,0.783804121,0.426268665,0.009909552,0.958956699,0.944653793,0.584416691,0.697816612,0.882239979,0.698097009,0.903398779,0.416655081,0.704212454,0.003411987,,0.55411744,0.876728919,0.005748194,0.970269635,0.007544898,0.982884797,0.247582797,0.007873786,0.019263901,0.909695685,0.948419109,0.880450532,0.121151253,0.033937117,0.974570469,0.975898522,0.029269593,0.847812899,0.006817753,0.969501373,0.019009311,0.910655041,0.006473152,0.897175633,0.941068225,0.007412881,0.910110372,0.007853077,0.765237161,0.668730604,0.010245672,0.577684897,0.958074762,0.011594918
RA_391,0.954121115,0.965851092,0.784771035,0.353123102,0.006429061,0.921883534,0.942948489,0.593992646,0.379171173,0.878817602,0.693337486,0.936418599,0.41431018,0.741417497,0.009079415,,0.667554626,0.87418961,0.006009492,0.971967606,0.008997767,0.979535727,0.361776222,0.007428483,0.021164088,0.909387729,0.95987025,0.845706792,0.130198694,0.041091854,0.978509862,0.97743994,0.027706924,0.882340958,0.006463735,0.982498217,0.015423568,0.913004855,0.006970928,0.919740609,0.981824171,0.007256123,0.910549515,0.007511857,0.594178359,0.678792069,0.01134246,0.585716992,0.964443821,0.013249031
RA_390,0.940307547,0.965232146,0.806800311,0.412088651,0.008072805,0.958630782,0.937643118,0.580640294,0.491350229,0.803041796,0.638012472,0.936665007,0.484972574,0.756380147,0.007269823,,0.552879256,0.836356183,0.006319003,0.9711406,0.007517167,0.980007211,0.293720709,0.005234654,0.017655534,0.90929796,0.958773087,0.870542221,0.125033649,0.035215277,0.980971641,0.973335719,0.038583698,0.858723067,0.006108634,0.979611239,0.012552193,0.913176278,0.007292945,0.920007874,0.980454218,0.007472882,0.919138741,0.007810964,0.725787736,0.702866287,0.009226224,0.610754747,0.9630451,0.010114617
RA_388,0.915751853,0.960664958,0.817499128,0.373615579,0.009407608,0.9125,0.91752757,0.500066712,0.446809226,0.790700768,0.474725786,0.820322642,0.650062243,0.672674313,0.006192663,,0.412180694,0.899539449,0.00596387,0.974114659,0.007333337,0.979166705,0.304804277,0.00483499,0.03818837,0.882950983,0.895568471,0.717810522,0.127944314,0.067100165,0.974670694,0.97346131,0.03425379,0.83404299,0.006435468,0.971053923,0.027233802,0.875279806,0.007765305,0.882282787,0.982355353,0.006726875,0.843379574,0.007032316,0.667867817,0.758053161,0.009102434,0.636507864,0.953697118,0.023621555
RA_386,0.96407088,0.964082838,0.760850158,0.369539192,0.009158973,0.97,0.934826554,0.652289569,0.681496087,0.811590751,0.73427252,0.935561674,0.312028922,0.727542137,0.004318552,,0.566626179,0.782337129,0.006316561,0.966284884,0.007548772,0.977831646,0.234408211,0.006744343,0.020650486,0.906885075,0.965354463,0.874260625,0.159205626,0.032216673,0.976450108,0.980563486,0.034409472,0.909615877,0.005812261,0.97737272,0.014415781,0.915958757,0.006746993,0.926723473,0.976041051,0.006948901,0.922560025,0.007172121,0.604635949,0.617799166,0.009875823,0.547680652,0.962696431,0.022368421
RA_385,0.923817791,0.965781392,0.818412903,0.433050842,0.009786762,0.962121212,0.936899251,0.571201646,0.749188673,0.874471961,0.610138237,0.866306185,0.547656483,0.709747785,0.007908437,,0.595711101,0.799377709,0.006313889,0.972562142,0.006973803,0.978060699,0.313963826,0.005783408,0.02420737,0.908495802,0.942797245,0.788468273,0.180092625,0.032578681,0.975274207,0.979023735,0.037012389,0.833764018,0.006683565,0.979484934,0.0177222,0.905460395,0.007512043,0.894714286,0.958111767,0.006583854,0.897836308,0.006731169,0.683414808,0.730216596,0.009069759,0.663942467,0.963782561,0.010313496
RA_382,0.919455161,0.963995906,0.741546162,0.351321527,0.010744578,0.946879589,0.926277886,0.633821998,0.589468177,0.875608102,0.617975783,0.931884098,0.46296984,0.704382885,0.006196239,,0.530079496,0.775135374,0.007223988,0.967800713,0.00815715,0.981938972,0.325857823,0.007024161,0.022958632,0.892250477,0.945471349,0.798627702,0.167187491,0.044574129,0.977100923,0.973607342,0.033369412,0.858736143,0.006127237,0.979028191,0.015856885,0.88004329,0.006626259,0.906389258,0.968368033,0.007463308,0.88940423,0.008318442,0.721823472,0.656228928,0.008955302,0.564810019,0.959821331,0.016042368
RA_380,0.955360247,0.966381031,0.826573549,0.419653374,0.010407397,0.960233687,0.932833561,0.559063298,0.673060713,0.864592362,0.681978896,0.886514081,0.329339934,0.694840834,0.0099128,,0.522107009,0.615456895,0.006291091,0.965367693,0.007418733,0.978410575,0.282594789,0.007367958,0.020897482,0.918402953,0.964075767,0.831879134,0.183311355,0.040610097,0.976132353,0.973338449,0.028647766,0.842612432,0.002753163,0.972676108,0.006150794,0.904088327,0.008561625,0.925854376,0.980703326,0.005351147,0.915134131,0.006192224,0.703588151,0.646710707,0.010736822,0.565720221,0.964811877,0.018496235
RA_38,0.944275212,0.967719366,0.798341942,0.370933419,0.009003278,0.951370538,0.937159947,0.541224051,0.695087926,0.877026375,0.61793167,0.947772759,0.508225623,0.766648619,0.010145613,,0.60462257,0.880324867,0.006452453,0.965323804,0.00676497,0.980880061,0.247248768,0.007044333,0.020599748,0.936118526,0.965370794,0.809121748,0.165057857,0.035731503,0.975460451,0.977390883,0.03547258,0.889609775,0.007051253,0.975975398,0.031944444,0.898779307,0.006860639,0.923715947,0.975742854,0.006298749,0.926412798,0.006420983,0.767744479,0.716945579,0.010457051,0.641381923,0.963288955,0.011495791
RA_379,0.955971791,0.965883277,0.773739493,0.333743763,0.008603145,0.943528333,0.939734691,0.647199165,0.812685254,0.885245776,0.71426225,0.931798636,0.366156669,0.725034469,0.006917717,,0.60488785,0.746266618,0.006136149,0.974161128,0.006298135,0.98291506,0.266505449,0.007039743,0.019476469,0.920856524,0.963589202,0.82511421,0.198112669,0.034657437,0.97452541,0.975404584,0.035079189,0.888575469,0.007411763,0.972366005,0.0133509,0.929027533,0.00756297,0.918928585,0.982907658,0.006832479,0.921968771,0.007613089,0.708014522,0.66278126,0.00984683,0.577389004,0.965527468,0.011449458
RA_375,0.935818753,0.968416112,0.812564027,0.368358557,0.008579488,0.964075402,0.941458913,0.595425748,0.401326105,0.9586458,0.617968821,0.90223814,0.463266202,0.723439667,0.013588903,,0.599523876,0.700979421,0.007816581,0.969848618,0.008667272,0.97883768,0.262160892,0.006550617,0.02471201,0.90954485,0.938459602,0.879761534,0.183101916,0.038633458,0.97324078,0.975253177,0.036243741,0.888299319,0.007762297,0.965736265,0.048333507,0.894525559,0.00799009,0.938187872,0.980567303,0.005518795,0.914900686,0.008723259,0.684491058,0.689096797,0.009580895,0.648583793,0.961565253,0.017759431
RA_372,0.948458133,0.967154466,0.797056739,0.344895815,0.008663352,0.955097972,0.945804714,0.555927769,0.556212812,0.879683887,0.657132193,0.93588693,0.448302302,0.707910208,0.006341269,,0.60178212,0.755323625,0.007034374,0.972612888,0.007913384,0.978771857,0.227585125,0.007023834,0.015679322,0.917514806,0.960642715,0.808874862,0.159376406,0.030077095,0.973650729,0.979574835,0.028162701,0.87262747,0.007224836,0.975703475,0.017147833,0.91378755,0.0066879,0.926934596,0.958647863,0.007542958,0.924994508,0.007663405,0.55467956,0.692840178,0.009681837,0.614397718,0.96497134,0.013384558
RA_371,0.890628465,0.964019544,0.824807571,0.439627332,0.009644035,0.942667318,0.925672616,0.521659658,0.7064722,0.793948513,0.557678152,0.917933511,0.524440181,0.708049754,0.006073928,,0.540871187,0.917243978,0.007375413,0.975681628,0.009432606,0.978686621,0.347828934,0.005809541,0.025106635,0.915559187,0.934244456,0.842189829,0.112507692,0.072945198,0.966552154,0.973216276,0.034582244,0.847205322,0.008054815,0.970158176,0.021701389,0.911773614,0.006819303,0.906094779,0.956273365,0.00729464,0.914980298,0.006648077,0.7044171,0.706296179,0.010724755,0.647463882,0.962163258,0.024583951
RA_370,0.955417731,0.963474785,0.844178953,0.391741191,0.009201172,0.955171211,0.936925518,0.473831561,0.754780078,0.90013754,0.523453396,0.917356903,0.53988922,0.683749157,0.015655096,,0.631555744,0.779641901,0.007398328,0.975871006,0.007989532,0.984264482,0.354487231,0.008500979,0.027404012,0.918700043,0.953892997,0.763329381,0.165974475,0.058045419,0.97318545,0.978700372,0.03863044,0.853229946,0.007519033,0.984411765,0.010416667,0.899106256,0.007891886,0.899285327,0.979097349,0.00718643,0.920073207,0.008662351,0.765770659,0.708032657,0.011396636,0.62726561,0.960648901,0.014686744
RA_369,0.925481028,0.961276269,0.866386954,0.429182261,0.008633335,0.958726415,0.906270473,0.563141061,0.402228417,0.875253819,0.586277614,0.92233484,0.469492861,0.672544846,0.008907823,,0.621664104,0.647348667,0.006759365,0.976477949,0.007218866,0.978369836,0.320753291,0.004799514,0.030303321,0.90307341,0.917760181,0.782074944,0.174625293,0.046304777,0.970383125,0.971566064,0.02723475,0.84302855,0.005356007,0.941131094,0.030530093,0.883800693,0.006718207,0.881529204,0.95612468,0.006330508,0.914792825,0.006147829,0.677926324,0.673822868,0.009633783,0.593733837,0.959421408,0.014070476
RA_368,0.942049124,0.961812753,0.764748531,0.450469597,0.008526524,0.979938272,0.923981516,0.521019225,0.753528687,0.867160902,0.583988398,0.893366315,0.506468322,0.692542965,0.00583082,,0.612419905,0.777662208,0.00631713,0.972857358,0.008115914,0.981317175,0.354018153,0.006012745,0.024595847,0.895192959,0.953838518,0.847721299,0.153305672,0.044771828,0.97611422,0.975888117,0.040423498,0.883819268,0.007345162,0.96977165,0.030151162,0.891843335,0.007716083,0.930661468,0.955807845,0.007522784,0.895774456,0.006049305,0.757931845,0.685439226,0.009994198,0.602332736,0.9607237,0.015572405
RA_367,0.959802994,0.961956189,0.764517277,0.403679832,0.011680021,,0.945323216,0.716083077,0.476450268,0.816408856,0.817790252,0.942718154,0.306732905,0.733906399,0.005143097,,0.560424786,0.807608362,0.005515788,0.968397566,0.007169478,0.982112688,0.389896332,0.007006085,0.017670778,0.911600749,0.967240961,0.908642264,0.145669719,0.035196228,0.979664235,0.975288398,0.031876998,0.90527133,0.006361763,0.980658476,0.012739082,0.93756083,0.00766825,0.934375384,0.979802595,0.006422405,0.921009955,0.00602438,0.722122302,0.622149831,0.010318522,0.52472049,0.970933301,0.018666667
RA_365,0.932232091,0.963830379,0.824060522,0.480919816,0.004859086,0.975,0.931940295,0.670003938,0.666396867,0.813105533,0.746514347,0.87463628,0.317215053,0.744927863,0.007168474,,0.56605591,0.725951196,0.006110055,0.973467588,0.006066058,0.981931631,0.324517518,0.005621234,0.027439726,0.913834376,0.946812671,0.874633065,0.176511365,0.038213309,0.980106693,0.899633079,0.032976072,0.899874624,0.006235144,0.973135941,0.015489943,0.913505653,0.00614477,0.921755073,0.977539617,0.007350712,0.915391314,0.006845624,0.781734949,0.627189841,0.011025075,0.561805796,0.966090999,0.010094937
RA_364,0.904267169,0.964081348,0.799781342,0.450642389,0.009062951,0.963896928,0.935971762,0.581585223,0.72482882,0.80033421,0.565245732,0.914638971,0.48805908,0.66486984,0.007170147,,0.615851789,0.769537814,0.006026663,0.972863895,0.008244961,0.979710753,0.321023317,0.005469753,0.030710741,0.914808767,0.946380697,0.855289446,0.124643672,0.057515002,0.971457272,0.973763926,0.032473005,0.875508108,0.007095663,0.944653296,0.023151856,0.889560694,0.007644315,0.925850254,0.961711189,0.007748747,0.914410471,0.006843432,0.793435582,0.672579197,0.008597243,0.609460266,0.961619858,0.020935384
RA_363,0.92782972,0.961345066,0.804259407,0.417284731,0.01022966,0.949759346,0.935909726,0.50638638,0.65180974,0.803122386,0.610939859,0.90266092,0.465519162,0.689685468,0.00642408,,0.49375664,0.751183958,0.005780077,0.971130928,0.007157532,0.981399519,0.235757284,0.00612068,0.024377842,0.915979782,0.941303445,0.846906044,0.167692269,0.041304702,0.969092347,0.974542719,0.04438034,0.856654424,0.00722054,0.974647438,0.023804846,0.906576467,0.00803375,0.923544124,0.976098826,0.006924659,0.910029262,0.006980288,0.726988854,0.667263754,0.010601716,0.613862871,0.959439445,0.019435318
RA_361,0.905211955,0.962667761,0.821510006,0.488064813,0.009891591,0.961557769,0.9284354,0.520624635,0.523569134,0.858371943,0.490109159,0.85970785,0.621459469,0.662290446,0.005333331,,0.646211982,0.908681003,0.007908386,0.97024222,0.011095614,0.982525448,0.313317935,0.006045009,0.032494795,0.908637785,0.924700835,0.745097573,0.137627613,0.068432149,0.972990181,0.970515373,0.027053979,0.850291159,0.00715763,0.972180546,0.068790483,0.880552685,0.008105256,0.874770499,0.978402086,0.007208644,0.890035733,0.006941074,0.737946118,0.700931175,0.008383884,0.676299709,0.949221883,0.027020343
RA_360,0.953190485,0.969459134,0.784797911,0.404554563,0.009698204,0.963322999,0.94567774,0.608157537,0.702555086,0.819674923,0.634407314,0.878551784,0.444695141,0.705617573,0.007991632,,0.572276419,0.824450084,0.005989613,0.970599125,0.00703613,0.981561849,0.300313992,0.006340089,0.019330724,0.918211293,0.966453674,0.902344727,0.202664922,0.038500711,0.972037143,0.976227428,0.035801556,0.891830736,0.005921255,0.971742703,0.025792957,0.924123971,0.008440049,0.929824791,0.960158843,0.006041659,0.797363158,0.007049928,0.719727743,0.701643389,0.009036619,0.601414429,0.965952478,0.013858983
RA_36,0.938492549,0.962152053,0.8273897,0.393032782,0.011514385,0.954338999,0.942869131,0.560996672,0.800423241,0.876819361,0.686997555,0.935111362,0.433757246,0.725464191,0.014331084,,0.644378671,0.618224987,0.007347386,0.976330563,0.007445524,0.978490326,0.239367659,0.004424879,0.019688147,0.909443929,0.951486698,0.886767663,0.115530303,0.037898337,0.97414067,0.970971799,0.03135851,0.845133598,0.009690363,0.976463043,0,0.893223819,0.006276287,0.92760721,0.977149949,0.008180755,0.925422853,0.007273223,0.715506131,0.675741956,0.009381192,0.551678445,0.968779575,0.008761624
RA_359,0.956698366,0.965048664,0.827426418,0.417279817,0.009655914,0.96278283,0.933947769,0.608667344,0.324931968,0.874011407,0.635970003,0.923742755,0.45107003,0.708202154,0.008653918,,0.456510648,0.886285496,0.006798312,0.973234082,0.00840324,0.978418924,0.294712575,0.005041878,0.025876073,0.922259159,0.951728111,0.806326073,0.150670686,0.041514474,0.968641131,0.976323718,0.034517723,0.848419164,0.00646127,0.969677508,0.017241212,0.916347159,0.006375112,0.914982367,0.978502068,0.007688486,0.91889805,0.00744797,0.648256665,0.680198331,0.009519229,0.573363235,0.965291934,0.013024983
RA_358,0.90926178,0.963322438,0.820906945,0.426100685,0.009135484,0.957571637,0.929068121,0.492683238,0.718663382,0.857269901,0.491905364,0.893938558,0.618377033,0.654145996,0.006933222,,0.594149649,0.72138392,0.006769072,0.971569828,0.006756433,0.979851236,0.3581595,0.005182679,0.028479743,0.90871552,0.926431153,0.80683996,0.211372369,0.059405847,0.974378468,0.972009411,0.032800797,0.834538826,0.00648687,0.980105022,0.023985743,0.866122971,0.006567125,0.894890547,0.979697296,0.007652444,0.8852885,0.006984147,0.760657936,0.711259149,0.010616307,0.67969785,0.942830995,0.023498014
RA_357,0.952586017,0.965622475,0.788095075,0.464792572,0.00950561,0.94992944,0.954832347,0.637092362,0.693596644,,0.635387912,0.917217991,0.531746032,0.719645018,0.010303527,,0.603579769,0.895029692,0.007012384,0.982728674,0.008903714,0.981394425,0.313714977,0.006637808,0.023075601,0.927109621,0.941951276,0.831620277,0.157852983,0.037838393,0.975123683,0.975517842,0.04299251,0.88261648,0.006031975,,0.026372037,0.904366012,0.007449588,0.933020371,0.958986916,0.00640469,0.901538092,0.007224415,0.779027105,0.679786248,0.011250018,0.602427578,0.966084689,0.013104704
RA_355,0.958638732,0.970490194,0.732913939,0.44246239,0.010022078,0.962329549,0.953700393,0.652590617,0.57491286,0.951844002,0.682278712,0.936351203,0.398065788,0.743962198,0.007882246,,0.51557981,0.803576572,0.006788648,0.968681069,0.00661801,0.981268391,0.328759284,0.006970055,0.023229255,0.912655987,0.961084662,0.829887859,0.168074435,0.036348313,0.972831561,0.975745413,0.032962139,0.871459625,0.006284029,0.968972744,0.018377989,0.916933067,0.007226971,0.921631973,0.971650808,0.007335924,0.926084027,0.006849773,0.809595241,0.697269903,0.010549738,0.579263028,0.96957129,0.014132608
RA_352,0.887121539,0.959739416,0.854314005,0.473408115,0.009441308,0.963372093,0.937229813,0.485368591,0.725270594,0.789237571,0.479790084,0.899302463,0.62075029,0.61693398,0.009205538,,0.595147596,0.55831902,0.006225219,0.971330057,0.008247889,0.979881268,0.290573055,0.004785549,0.03246332,0.910170729,0.915603926,0.725932996,0.121240427,0.081721809,0.965959268,0.97490482,0.036604692,0.874491354,0.008187404,0.97570734,0.03003304,0.880394294,0.007234257,0.900052734,0.964142428,0.006070057,0.893935169,0.0071452,0.723579242,0.726336834,0.009531462,0.681177532,0.960004095,0.022951058
RA_351,0.935417604,0.963323018,0.793735717,0.423773295,0.007832924,0.952586207,0.938771761,0.609636147,0.795786926,0.870849026,0.64664294,0.890305525,0.433248356,0.692134515,0.007388334,,0.63421564,0.705129482,0.006887847,0.971447478,0.006844382,0.979621962,0.267203888,0.006059988,0.022097333,0.908651651,0.944137212,0.804528936,0.102629326,0.044738573,0.973825533,0.969631891,0.041687465,0.855877486,0.006563471,0.980361625,0.015293573,0.903222191,0.007904996,0.912570501,0.97602725,0.007558831,0.898517352,0.006420477,0.67704857,0.680559837,0.010237439,0.589614515,0.962451149,0.010325365
RA_350,0.932461695,0.963093329,0.817432006,0.296918102,,,0.948162439,0.596053892,,0.874789705,0.627337301,0.920211322,0.466470811,0.687155697,0.007303188,,0.580955818,0.405299564,0.006685526,0.976776513,0.007916937,0.98169982,,0.007325334,0.02197643,0.90260401,0.947107572,0.853837884,0.288531037,0.055949267,0.948717949,,0.033504103,,0.007944023,0.977871669,0.02988615,0.901690379,0.007837243,0.925353474,,0.006986289,0.923464263,0.007038971,0.669191902,0.679081124,0.011022464,0.600000092,0.962894089,
RA_35,0.93853992,0.963573425,0.810907404,0.451285391,0.006336764,0.946513643,0.940303891,0.634623374,0.733807431,0.866979981,0.651075612,0.916088319,0.44282476,0.776785714,0.005621645,,0.496742717,0.870958411,0.007370361,0.972660711,0.010704389,0.978947951,0.304111771,0.008918724,0.018338387,0.936957154,0.953303965,0.875088972,0.187536497,0.050136428,0.979765131,0.978892126,0.03437159,0.894407265,0.006264678,0.971444781,0.027014652,0.906489136,0.008604928,0.928370373,0.977901249,0.005363074,0.913108099,0.007537953,0.725027716,0.71032838,0.009824254,0.593292683,0.969694347,0.013505855
RA_348,0.963085311,0.963941299,0.805663354,0.408591362,0.002621836,0.961309524,0.939048418,0.524629235,0.696626048,0.811505061,0.686617324,0.912335449,0.36409961,0.73142234,0.008276331,,0.671505045,0.849993094,0.006804077,0.970828933,0.007962006,0.978768586,0.34307822,0.006219313,0.024547405,0.917487714,0.956133298,0.848426507,0.154198937,0.040994455,0.978506922,0.973638438,0.027512302,0.883228136,0.006460483,0.976407965,0.016227799,0.905138579,0.006915809,0.916596129,0.981038037,0.007252842,0.769992032,0.007405544,0.728822658,0.66150525,0.010051477,0.57991245,0.965914245,0.013601705
RA_347,0.937672275,0.966097725,0.832513611,0.400593024,0.011076654,0.964413647,0.929665332,0.583636425,0.342877301,0.883203171,0.765862333,0.943140662,0.334654927,0.764815505,0.006085977,,0.751959608,0.578856039,0.00559921,0.963416314,0.007515368,0.980993924,0.168134918,0.004962578,0.021691263,0.921322926,0.966561514,0.860812992,0.136545388,0.039775139,0.977559184,0.974515753,0.032693371,0.883514212,0.007710848,0.97659713,0.029674917,0.900794436,0.006770293,0.927017436,0.975140367,0.008511601,0.925438503,0.005435717,0.720315445,0.639144594,0.013527223,0.587627098,0.964422791,0.01248582
RA_346,0.96193965,0.960902649,0.784186145,0.403229709,0.010268753,0.963571382,0.928796019,0.631355896,0.386870865,0.943505003,0.64972866,0.898472676,0.450576723,0.688083038,0.005237896,,0.536165669,0.727516617,0.008154662,0.970591285,0.007394792,0.979890372,0.358546975,0.005818076,0.022940441,0.908795259,0.935285852,0.886471298,0.167018908,0.058790243,0.977228982,0.973660433,0.034280676,0.845523541,0.00631296,0.97234453,0.016600146,0.87692784,0.007236737,0.922368854,0.951658361,0.007391867,0.793661982,0.007453053,0.509498093,0.679357474,0.011601738,0.596093159,0.965308721,0.016867197
RA_344,0.922608166,0.96340181,0.837039241,0.446090345,0.007584034,0.911764706,0.936255532,0.649182494,0.655030082,0.94430154,0.622445719,0.930725562,0.450849342,0.696497306,0.006630169,,0.622035778,0.792685457,0.006480616,0.972049345,0.010076159,0.98097516,0.31240092,0.006406788,0.025825609,0.907889536,0.940851595,0.817207004,0.151762819,0.045334896,0.968745264,0.968621851,0.034822849,0.843818317,0.005490292,0.971962215,0.016071877,0.893374534,0.007731262,0.918224384,0.980961582,0.00682931,0.8022271,0.008314061,0.719222227,0.682265117,0.010878798,0.611999798,0.963313779,0.017448429
RA_342,0.939594309,0.962834487,0.813323957,0.403403222,0.008830922,0.947002741,0.935265023,0.511935,0.766322073,0.881940648,0.574718481,0.911217714,0.500783613,0.700255509,0.009340407,,0.582919,0.838318137,0.006529477,0.97130872,0.008860504,0.981715699,0.350917807,0.006435461,0.027799886,0.905734718,0.961640445,0.760814306,0.145351814,0.040423924,0.968862572,0.972851495,0.035550297,0.881097639,0.005243187,0.97296302,0.010664161,0.904058508,0.007493947,0.933531672,0.964189964,0.007117131,0.923679716,0.006062323,0.707047258,0.6983164,0.009858499,0.608453711,0.962427108,0.011832193
RA_341,0.954111504,0.964540484,0.785097156,0.444581396,0.008945748,0.950937053,0.945211026,0.649160019,0.650919846,0.8832575,0.685141092,0.895884344,0.42495558,0.737044441,0.007635468,,0.693245586,0.842380973,0.006002249,0.972934661,0.006772364,0.981202534,0.322819527,0.00604094,0.02304461,0.921405638,0.961436405,0.842304287,0.147547213,0.035628698,0.975307252,0.975357523,0.036563903,0.889881436,0.006655436,0.970812325,0.024132484,0.905557655,0.007276936,0.931912613,0.970771067,0.007142134,0.928965426,0.006726995,0.797828174,0.666127859,0.010696529,0.60387307,0.969117297,0.013479764
